0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246
25.03,28.68,30.9,32.18,23.08,24.09,30.0,32.2,21.59,18.8,28.45,31.23,19.04,22.87,24.12,30.06,21.08,18.16,23.4,30.51,22.06,21.19,30.1,32.97,35.7,31.38,36.37,42.28,44.5,35.9,40.28,47.95,44.93,32.45,41.92,48.93,38.97,28.15,37.55,45.92,33.97,18.84,28.03,43.02,31.15,20.1,25.53,41.0,23.71,21.14,28.43,37.71,23.07,21.27,28.7,32.88,21.14,22.07,25.01,33.47,21.11,21.28,28.51,34.69,21.05,22.56,29.9,33.51,28.43,24.59,36.37,36.98,35.98,34.99,41.53,42.34,41.57,38.75,46.39,47.43,42.0,40.18,50.03,48.71,40.98,39.15,47.09,45.94,37.66,36.38,44.9,40.94,33.1,32.1,40.18,34.31,45956.09,13909.7675,45530.9675,14005.745,13562.35,44168.695,14966.3325,43612.7725,13544.8675,13298.285,43312.76,16019.35,42735.1525,13063.4075,12848.2375,43744.2675,16648.51,43096.685,12377.175,12161.83,45253.5725,17528.4075,44422.89,11655.565,11394.165,48841.61,18350.3875,47975.32,10890.945,10450.2575,56594.3425,19257.75,55321.365,10388.6375,9892.48,61959.285,21078.225,60463.1025,12292.575,11297.2675,64689.085,25485.4375,62958.02,16466.715,14964.945,65478.96,31878.635,63395.405,20850.875,20074.615,66992.2175,37127.29,64535.0725,24853.6125,24230.1975,68089.6325,40735.2,65348.9125,28175.3875,26843.88,67654.29,43186.4775,64809.77,30355.695,27851.1025,66778.055,44441.31,63328.8575,31134.275,27303.17,65539.3825,44373.3625,61585.005,30359.66,25367.46,64475.3225,42429.045,60620.415,27905.3475,22121.3525,63133.13,38882.135,59918.1225,23731.2975,17790.01,62502.415,33279.0875,59343.2975,17634.1075,12603.1825,61858.415,25792.8275,59036.715,11053.69,7476.38,61362.8975,18974.23,58340.4525,7027.3575,3870.01,59782.575,15173.0225,57181.3775,6240.315,3666.675,57428.7975,14103.3425,54972.965,6812.2625,5968.015,53781.105,13891.0925,51765.265,7313.945,8264.205,49047.1525,13915.8175,47541.735,7446.0375,9982.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.96,25.03,28.68,34.36,33.01,23.08,24.09,30.07,32.43,21.59,18.8,27.59,30.74,19.04,22.87,27.08,30.0,21.08,18.16,27.6,35.55,22.06,21.19,29.51,44.48,35.7,31.38,32.06,49.12,44.5,35.9,34.1,54.08,44.93,32.45,34.94,45.63,38.97,28.15,31.08,40.28,33.97,18.84,26.57,40.17,31.15,20.1,21.0,37.66,23.71,21.14,21.01,35.05,23.07,21.27,20.13,33.08,21.14,22.07,18.96,33.06,21.11,21.28,20.02,33.57,21.05,22.56,25.94,40.97,28.43,24.59,26.14,44.56,35.98,34.99,38.26,50.03,41.57,38.75,41.24,52.99,42.0,40.18,41.25,45.86,40.98,39.15,40.08,40.56,37.66,36.38,36.07,33.47,33.1,32.1,35.0,46609.3675,13562.35,45415.81,7473.4225,12306.4975,44674.3725,13298.285,43137.145,7189.71,12806.16,43925.0825,12848.2375,41866.63,6965.1525,12745.7,44349.1975,12161.83,41665.4175,6695.38,12326.71,45655.665,11394.165,42011.175,6194.84,12283.8025,49101.7275,10450.2575,42681.835,5560.43,12322.5,55908.855,9892.48,43879.6675,5194.685,12556.305,61490.665,11297.2675,46996.3,7220.52,14440.655,64546.94,14964.945,51309.0975,12228.4225,18453.475,65216.1025,20074.615,54153.06,18079.175,23608.4125,66821.82,24230.1975,55750.0325,23025.055,27957.41,67562.7425,26843.88,56498.695,26697.7325,30493.65,66938.2775,27851.1025,55796.265,28730.3875,31446.7775,65307.275,27303.17,54005.06,29031.48,31348.75,63588.1025,25367.46,52224.045,27787.22,29663.695,62725.7925,22121.3525,51673.7975,24890.88,26028.615,61736.275,17790.01,51526.6375,20417.42,20963.7925,61167.5425,12603.1825,51758.455,14414.07,14965.845,60329.8425,7476.38,52275.4875,8133.9925,8989.6725,59682.7675,3870.01,51944.93,4137.875,4799.9925,58139.6775,3666.675,50733.4325,3134.2775,3037.8525,55900.9875,5968.015,49314.0225,3243.535,2754.125,52657.3275,8264.205,47679.415,3364.805,2733.755,48446.6775,9982.36,44044.88,3450.355,2710.165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.48,34.96,25.03,29.02,21.1,33.01,23.08,19.37,25.26,32.43,21.59,18.67,24.73,30.74,19.04,16.65,22.78,30.0,21.08,14.98,23.89,35.55,22.06,12.94,28.59,44.48,35.7,14.93,28.01,49.12,44.5,18.46,30.75,54.08,44.93,18.53,29.4,45.63,38.97,15.96,21.01,40.28,33.97,15.68,23.27,40.17,31.15,13.99,26.4,37.66,23.71,13.83,20.4,35.05,23.07,4.0,23.33,33.08,21.14,2.42,23.88,33.06,21.11,3.03,22.07,33.57,21.05,6.05,32.91,40.97,28.43,18.5,36.08,44.56,35.98,28.36,42.17,50.03,41.57,35.0,45.95,52.99,42.0,36.96,42.27,45.86,40.98,32.35,39.51,40.56,37.66,32.34,35.96,33.47,33.1,24.1,45356.0725,12306.4975,40240.8375,3465.355,2431.66,43282.71,12806.16,38368.0175,3479.9475,2274.725,42134.7325,12745.7,37284.69,3625.4825,2185.62,41976.0925,12326.71,37092.825,3716.105,2063.4175,42190.7125,12283.8025,37369.3325,4000.885,2028.2425,42704.975,12322.5,37663.545,4390.8325,2043.6675,43879.2475,12556.305,37859.9575,5260.77,2775.105,47056.825,14440.655,40027.21,8547.325,5707.8575,51430.005,18453.475,44059.835,14163.375,10824.11,54141.1,23608.4125,47340.265,19885.36,16252.455,55512.56,27957.41,49840.1225,24778.085,20664.5625,56314.4425,30493.65,51705.965,28570.2225,23946.175,55438.5275,31446.7775,51185.0625,30920.0325,26139.815,53387.01,31348.75,48895.62,31338.93,27067.8675,51795.3,29663.695,47307.7375,30042.6725,26776.655,51247.445,26028.615,46837.02,27311.08,25591.745,51410.305,20963.7925,46691.5525,23367.59,23592.0075,51560.1825,14965.845,47484.16,18014.23,20627.4525,52047.5275,8989.6725,48864.095,12667.6975,17504.53,51664.175,4799.9925,49378.59,9830.5525,16132.9725,50523.085,3037.8525,49642.2,10007.2275,17252.8075,49499.1225,2754.125,48899.27,11539.7475,19111.4575,47877.075,2733.755,47955.435,12781.1525,20588.5875,44271.195,2710.165,44186.915,13636.3,21263.8775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.98,28.48,34.96,18.49,30.78,21.1,33.01,16.08,27.83,25.26,32.43,13.85,26.65,24.73,30.74,12.25,25.1,22.78,30.0,14.07,22.51,23.89,35.55,22.2,23.06,28.59,44.48,39.16,23.42,28.01,49.12,47.42,26.42,30.75,54.08,46.05,27.23,29.4,45.63,40.47,22.3,21.01,40.28,38.99,20.05,23.27,40.17,37.99,15.56,26.4,37.66,32.31,12.84,20.4,35.05,28.49,12.08,23.33,33.08,26.46,12.95,23.88,33.06,28.6,15.97,22.07,33.57,30.05,18.57,32.91,40.97,32.4,21.45,36.08,44.56,39.72,21.25,42.17,50.03,44.1,20.72,45.95,52.99,45.6,19.93,42.27,45.86,45.25,18.6,39.51,40.56,43.47,12.05,35.96,33.47,38.04,40206.99,2431.66,41717.6725,15308.645,23271.93,38386.53,2274.725,40235.4475,15999.8875,23829.3275,37454.4275,2185.62,39579.1825,16678.7825,24344.3725,37220.2725,2063.4175,39953.7375,16611.03,24492.08,37469.1,2028.2425,41645.7575,17042.6775,24623.655,37724.1225,2043.6675,45883.165,17085.1225,24326.745,37868.9975,2775.105,54560.3925,17001.7525,24207.1825,39849.8225,5707.8575,60499.9275,18884.0375,25771.815,43725.0475,10824.11,63355.2275,22945.175,28537.24,46768.86,16252.455,63816.0025,27793.885,32089.1125,49069.1125,20664.5625,64852.065,32056.8875,36669.42,50877.605,23946.175,65918.365,35344.63,40513.525,50506.5075,26139.815,65442.4775,37877.5175,42665.7575,48674.24,27067.8675,65039.3275,39477.8075,43973.9625,47419.72,26776.655,63898.42,39522.23,43986.345,47098.565,25591.745,62847.3725,37432.3225,42106.745,47319.82,23592.0075,61379.755,33933.7625,38399.77,48043.2375,20627.4525,61475.42,28933.7425,32587.205,49306.4875,17504.53,61168.89,22986.2,25724.06,49332.5,16132.9725,60523.0,18064.3475,20437.19,49253.4175,17252.8075,59091.4725,15099.025,18990.4525,48633.7875,19111.4575,56957.8925,13525.125,20181.845,47715.855,20588.5875,53057.3425,12329.01,21888.965,44368.1775,21263.8775,48811.45,11701.935,23295.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.02,35.98,28.48,30.9,4.91,30.78,21.1,30.0,4.76,27.83,25.26,28.45,1.77,26.65,24.73,24.12,2.65,25.1,22.78,23.4,3.78,22.51,23.89,30.1,5.01,23.06,28.59,36.37,18.24,23.42,28.01,40.28,20.34,26.42,30.75,41.92,14.97,27.23,29.4,37.55,4.9,22.3,21.01,28.03,6.52,20.05,23.27,25.53,0.88,15.56,26.4,28.43,3.6,12.84,20.4,28.7,2.32,12.08,23.33,25.01,5.83,12.95,23.88,28.51,8.07,15.97,22.07,29.9,17.14,18.57,32.91,36.37,28.09,21.45,36.08,41.53,33.81,21.25,42.17,46.39,34.43,20.72,45.95,50.03,32.64,19.93,42.27,47.09,24.99,18.6,39.51,44.9,16.13,12.05,35.96,40.18,43637.1275,23271.93,46062.4125,11326.0425,25834.94325,42227.9925,23829.3275,44335.745,11810.3775,27511.2985,41293.55,24344.3725,43302.2975,12709.4675,28116.83525,41361.1175,24492.08,43559.5075,13941.1475,28196.45225,42691.46,24623.655,44857.665,15226.6425,28313.248,46036.6175,24326.745,48516.8725,16254.1775,28403.331,52657.365,24207.1825,56325.125,17317.93,29491.6655,57441.0925,25771.815,61291.4175,20061.85,31889.562,60445.7125,28537.24,63809.255,25041.735,35450.93,61381.6425,32089.1125,64406.9775,31134.89,39118.7635,62798.235,36669.42,65414.14,36307.09,42705.0875,64160.9275,40513.525,66285.66,39234.5975,45804.215,63493.54,42665.7575,66141.3575,40091.28,47933.516,62080.2025,43973.9625,65310.6175,39717.8975,48912.54975,60456.4375,43986.345,64130.24,37989.4875,48757.5925,59537.795,42106.745,63430.005,34651.0775,46353.92525,57968.485,38399.77,62421.71,30020.285,41409.57475,58845.185,32587.205,61922.6225,24197.8425,34908.20525,58399.4075,25724.06,61613.595,17772.9425,27238.53375,57414.11,20437.19,61115.25,12730.44,20164.62975,55988.4775,18990.4525,59731.9475,9977.755,15637.4575,54408.205,20181.845,57398.52,8663.8975,13799.165,50897.135,21888.965,53794.0275,7967.2575,12624.8075,47132.3475,23295.1,49121.105,7795.67,11640.925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.02,15.02,35.98,28.68,-5.34,4.91,30.78,24.09,-5.2,4.76,27.83,18.8,-14.88,1.77,26.65,22.87,-19.41,2.65,25.1,18.16,-13.71,3.78,22.51,21.19,-4.98,5.01,23.06,31.38,-3.39,18.24,23.42,35.9,-16.67,20.34,26.42,32.45,-12.49,14.97,27.23,28.15,-6.62,4.9,22.3,18.84,-0.92,6.52,20.05,20.1,-16.7,0.88,15.56,21.14,-35.86,3.6,12.84,21.27,-58.96,2.32,12.08,22.07,-48.6,5.83,12.95,21.28,-22.01,8.07,15.97,22.56,-4.38,17.14,18.57,24.59,10.85,28.09,21.45,34.99,22.64,33.81,21.25,38.75,28.85,34.43,20.72,40.18,30.98,32.64,19.93,39.15,32.02,24.99,18.6,36.38,27.93,16.13,12.05,32.1,44021.725,25834.94325,47223.3525,7920.245,9204.1375,42216.28,27511.2985,45410.765,9700.5675,8957.93,41280.505,28116.83525,44649.2625,12076.855,8472.0075,40916.96,28196.45225,45019.8375,14708.795,8122.665,41312.305,28313.248,46407.375,17853.7525,8066.0025,41843.4675,28403.331,49998.9525,20591.89,8254.685,41964.7,29491.6655,57180.2775,22902.1575,9173.57,44036.525,31889.562,62170.625,26662.0625,11936.2225,47790.9525,35450.93,64672.84,31538.7275,15913.87,50769.5325,39118.7635,65382.805,35965.5775,20041.715,52890.3325,42705.0875,66742.765,39685.72,24092.11,54471.4025,45804.215,67993.1325,42082.425,27195.3675,53728.825,47933.516,67727.1775,43281.485,28831.505,52214.01,48912.54975,67011.07,43266.3675,28712.8075,50899.0825,48757.5925,65727.425,41953.43,27018.9575,50149.8425,46353.92525,64994.535,39175.7025,23984.215,50373.7175,41409.57475,64067.7075,34824.8625,20160.6925,50966.4175,34908.20525,63403.505,29162.49,15805.04,51662.8075,27238.53375,63039.435,22602.835,11669.0725,51326.0475,20164.62975,62457.855,16825.1575,8817.6025,50280.3025,15637.4575,60757.73,13488.9325,8319.0275,49927.6625,13799.165,58533.905,12537.585,9270.15,48434.4625,12624.8075,54640.3675,12422.58,10138.0475,45078.275,11640.925,49941.4375,12925.14,10436.5325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.03,-0.02,15.02,25.03,28.07,-5.34,4.91,23.08,28.18,-5.2,4.76,21.59,27.68,-14.88,1.77,19.04,28.48,-19.41,2.65,21.08,29.55,-13.71,3.78,22.06,44.68,-4.98,5.01,35.7,45.89,-3.39,18.24,44.5,49.78,-16.67,20.34,44.93,50.73,-12.49,14.97,38.97,44.98,-6.62,4.9,33.97,40.9,-0.92,6.52,31.15,38.1,-16.7,0.88,23.71,37.62,-35.86,3.6,23.07,36.88,-58.96,2.32,21.14,37.37,-48.6,5.83,21.11,38.93,-22.01,8.07,21.05,44.53,-4.38,17.14,28.43,47.0,10.85,28.09,35.98,48.18,22.64,33.81,41.57,49.59,28.85,34.43,42.0,47.06,30.98,32.64,40.98,45.25,32.02,24.99,37.66,37.35,27.93,16.13,33.1,42361.3625,9204.1375,45956.09,13909.7675,9360.6875,41053.655,8957.93,44168.695,14966.3325,9209.845,40621.335,8472.0075,43312.76,16019.35,8712.92,41023.9425,8122.665,43744.2675,16648.51,7996.815,42615.315,8066.0025,45253.5725,17528.4075,7704.0,46428.26,8254.685,48841.61,18350.3875,7689.375,53130.2225,9173.57,56594.3425,19257.75,8323.95,58773.1675,11936.2225,61959.285,21078.225,10501.23,61666.7275,15913.87,64689.085,25485.4375,14042.7325,62786.145,20041.715,65478.96,31878.635,17870.58,64271.845,24092.11,66992.2175,37127.29,21448.43,65585.2025,27195.3675,68089.6325,40735.2,24529.4775,65103.1,28831.505,67654.29,43186.4775,26831.855,64446.6925,28712.8075,66778.055,44441.31,27760.4225,62754.0225,27018.9575,65539.3825,44373.3625,27275.995,61876.925,23984.215,64475.3225,42429.045,25352.405,60828.8,20160.6925,63133.13,38882.135,22138.4825,60164.0225,15805.04,62502.415,33279.0875,17847.2225,59562.0775,11669.0725,61858.415,25792.8275,13175.175,59136.2275,8817.6025,61362.8975,18974.23,9611.8625,57291.235,8319.0275,59782.575,15173.0225,8016.3825,55562.79,9270.15,57428.7975,14103.3425,7848.08,51897.325,10138.0475,53781.105,13891.0925,7915.4275,47511.05,10436.5325,49047.1525,13915.8175,7692.6125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.23,32.03,-0.02,34.96,32.12,28.07,-5.34,33.01,31.16,28.18,-5.2,32.43,30.53,27.68,-14.88,30.74,32.22,28.48,-19.41,30.0,34.25,29.55,-13.71,35.55,44.9,44.68,-4.98,44.48,49.91,45.89,-3.39,49.12,50.01,49.78,-16.67,54.08,48.54,50.73,-12.49,45.63,44.28,44.98,-6.62,40.28,39.93,40.9,-0.92,40.17,37.95,38.1,-16.7,37.66,37.37,37.62,-35.86,35.05,37.09,36.88,-58.96,33.08,36.46,37.37,-48.6,33.06,36.49,38.93,-22.01,33.57,38.9,44.53,-4.38,40.97,44.17,47.0,10.85,44.56,46.99,48.18,22.64,50.03,48.15,49.59,28.85,52.99,48.95,47.06,30.98,45.86,40.08,45.25,32.02,40.56,35.0,37.35,27.93,33.47,45493.2775,9360.6875,46609.3675,13562.35,7628.28,43854.8325,9209.845,44674.3725,13298.285,7089.1875,43031.6725,8712.92,43925.0825,12848.2375,6570.88,43325.245,7996.815,44349.1975,12161.83,5997.9525,44692.7925,7704.0,45655.665,11394.165,5556.915,48237.155,7689.375,49101.7275,10450.2575,5167.8625,55469.5675,8323.95,55908.855,9892.48,5443.555,61267.475,10501.23,61490.665,11297.2675,7813.4125,64656.26,14042.7325,64546.94,14964.945,11994.21,65790.975,17870.58,65216.1025,20074.615,16915.64,67143.675,21448.43,66821.82,24230.1975,21371.5225,67937.95,24529.4775,67562.7425,26843.88,24701.34,67123.965,26831.855,66938.2775,27851.1025,26667.6375,66473.6075,27760.4225,65307.275,27303.17,27185.3,65372.6275,27275.995,63588.1025,25367.46,26418.66,64203.185,25352.405,62725.7925,22121.3525,24420.8,62864.815,22138.4825,61736.275,17790.01,21157.425,62166.645,17847.2225,61167.5425,12603.1825,16773.745,61534.0825,13175.175,60329.8425,7476.38,12036.995,61089.8225,9611.8625,59682.7675,3870.01,8723.17,59325.5025,8016.3825,58139.6775,3666.675,8053.075,57272.33,7848.08,55900.9875,5968.015,8886.78,53749.76,7915.4275,52657.3275,8264.205,9700.0725,49139.1275,7692.6125,48446.6775,9982.36,9963.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.24,34.23,32.03,28.48,33.32,32.12,28.07,21.1,33.88,31.16,28.18,25.26,33.72,30.53,27.68,24.73,33.88,32.22,28.48,22.78,36.76,34.25,29.55,23.89,46.48,44.9,44.68,28.59,53.37,49.91,45.89,28.01,57.52,50.01,49.78,30.75,49.69,48.54,50.73,29.4,45.56,44.28,44.98,21.01,42.56,39.93,40.9,23.27,39.3,37.95,38.1,26.4,36.72,37.37,37.62,20.4,36.49,37.09,36.88,23.33,34.94,36.46,37.37,23.88,36.77,36.49,38.93,22.07,39.2,38.9,44.53,32.91,45.24,44.17,47.0,36.08,44.86,46.99,48.18,42.17,43.59,48.15,49.59,45.95,41.23,48.95,47.06,42.27,38.92,40.08,45.25,39.51,33.96,35.0,37.35,35.96,47321.94,7628.28,45356.0725,12306.4975,9544.825,45492.09,7089.1875,43282.71,12806.16,9078.3175,44663.4,6570.88,42134.7325,12745.7,8618.9425,44969.3375,5997.9525,41976.0925,12326.71,8153.305,46235.155,5556.915,42190.7125,12283.8025,7767.5125,49505.345,5167.8625,42704.975,12322.5,7362.4,56015.0875,5443.555,43879.2475,12556.305,7642.98,61177.855,7813.4125,47056.825,14440.655,10487.815,64190.475,11994.21,51430.005,18453.475,15510.9775,64659.1,16915.64,54141.1,23608.4125,21338.73,65582.7825,21371.5225,55512.56,27957.41,26374.365,66504.0175,24701.34,56314.4425,30493.65,29937.8275,66112.6825,26667.6375,55438.5275,31446.7775,31944.5725,64770.195,27185.3,53387.01,31348.75,32350.215,63135.875,26418.66,51795.3,29663.695,31266.9325,62390.5225,24420.8,51247.445,26028.615,28796.565,61495.97,21157.425,51410.305,20963.7925,24910.64,60888.75,16773.745,51560.1825,14965.845,19737.675,60406.09,12036.995,52047.5275,8989.6725,14162.04,59754.435,8723.17,51664.175,4799.9925,10193.045,57933.15,8053.075,50523.085,3037.8525,9341.0775,56171.725,8886.78,49499.1225,2754.125,10277.3625,53182.78,9700.0725,47877.075,2733.755,11208.405,48986.365,9963.84,44271.195,2710.165,11625.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.59,34.24,34.23,35.98,30.6,33.32,32.12,30.78,28.03,33.88,31.16,27.83,25.98,33.72,30.53,26.65,25.52,33.88,32.22,25.1,27.02,36.76,34.25,22.51,29.09,46.48,44.9,23.06,33.55,53.37,49.91,23.42,37.44,57.52,50.01,26.42,35.07,49.69,48.54,27.23,28.0,45.56,44.28,22.3,22.68,42.56,39.93,20.05,21.62,39.3,37.95,15.56,19.34,36.72,37.37,12.84,17.87,36.49,37.09,12.08,17.75,34.94,36.46,12.95,22.53,36.77,36.49,15.97,23.31,39.2,38.9,18.57,34.94,45.24,44.17,21.45,37.32,44.86,46.99,21.25,37.43,43.59,48.15,20.72,35.11,41.23,48.95,19.93,32.97,38.92,40.08,18.6,25.03,33.96,35.0,12.05,44861.615,9544.825,40206.99,2431.66,13121.9575,42774.0675,9078.3175,38386.53,2274.725,12601.26,41649.2175,8618.9425,37454.4275,2185.62,11937.235,41574.8625,8153.305,37220.2725,2063.4175,11122.485,41847.365,7767.5125,37469.1,2028.2425,10203.9675,42395.065,7362.4,37724.1225,2043.6675,9237.86,43633.73,7642.98,37868.9975,2775.105,9165.8375,47090.97,10487.815,39849.8225,5707.8575,11808.0125,51397.6,15510.9775,43725.0475,10824.11,16703.2575,53952.385,21338.73,46768.86,16252.455,22381.52,55492.5825,26374.365,49069.1125,20664.5625,27554.2975,56357.9575,29937.8275,50877.605,23946.175,31619.78,55526.275,31944.5725,50506.5075,26139.815,34209.1875,53424.7625,32350.215,48674.24,27067.8675,35047.7275,51497.235,31266.9325,47419.72,26776.655,34272.815,50982.875,28796.565,47098.565,25591.745,31816.07,51086.8,24910.64,47319.82,23592.0075,27760.36,51528.785,19737.675,48043.2375,20627.4525,22143.895,52056.065,14162.04,49306.4875,17504.53,15886.5875,51826.4975,10193.045,49332.5,16132.9725,11475.3325,50506.65,9341.0775,49253.4175,17252.8075,10816.68,49278.5425,10277.3625,48633.7875,19111.4575,12471.835,47700.0625,11208.405,47715.855,20588.5875,14058.9625,44025.36,11625.94,44368.1775,21263.8775,14658.4475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.84,33.59,34.24,15.02,21.64,30.6,33.32,4.91,22.96,28.03,33.88,4.76,21.51,25.98,33.72,1.77,21.57,25.52,33.88,2.65,17.94,27.02,36.76,3.78,16.0,29.09,46.48,5.01,17.32,33.55,53.37,18.24,21.1,37.44,57.52,20.34,21.06,35.07,49.69,14.97,16.87,28.0,45.56,4.9,17.95,22.68,42.56,6.52,14.14,21.62,39.3,0.88,-3.19,19.34,36.72,3.6,-6.69,17.87,36.49,2.32,5.0,17.75,34.94,5.83,13.4,22.53,36.77,8.07,22.99,23.31,39.2,17.14,29.38,34.94,45.24,28.09,34.29,37.32,44.86,33.81,36.79,37.43,43.59,34.43,33.94,35.11,41.23,32.64,30.46,32.97,38.92,24.99,25.02,25.03,33.96,16.13,40724.4975,13121.9575,43637.1275,23271.93,15581.9875,38973.5275,12601.26,42227.9925,23829.3275,14696.625,37864.8175,11937.235,41293.55,24344.3725,13664.3625,37582.3725,11122.485,41361.1175,24492.08,12737.205,37788.9825,10203.9675,42691.46,24623.655,11680.7275,37894.24,9237.86,46036.6175,24326.745,10784.64,37926.7375,9165.8375,52657.365,24207.1825,10947.4225,40238.9575,11808.0125,57441.0925,25771.815,13467.0175,44123.3225,16703.2575,60445.7125,28537.24,18053.68,47235.0275,22381.52,61381.6425,32089.1125,23480.42,49637.1475,27554.2975,62798.235,36669.42,28457.9525,51252.925,31619.78,64160.9275,40513.525,32156.0525,50647.1125,34209.1875,63493.54,42665.7575,34387.195,48877.865,35047.7275,62080.2025,43973.9625,34861.5225,47272.065,34272.815,60456.4375,43986.345,33859.8175,46913.7275,31816.07,59537.795,42106.745,31444.7975,46917.9675,27760.36,57968.485,38399.77,27486.5275,47483.24,22143.895,58845.185,32587.205,22081.695,48751.9225,15886.5875,58399.4075,25724.06,16005.5125,49057.2175,11475.3325,57414.11,20437.19,11606.3025,48885.82,10816.68,55988.4775,18990.4525,10999.4625,48732.2275,12471.835,54408.205,20181.845,12809.2875,47864.675,14058.9625,50897.135,21888.965,14652.1825,44133.8525,14658.4475,47132.3475,23295.1,15444.345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
